Customer_ID,Age,Gender,Item_Purchased,Category,Purchase_Amount_USD,Location,Size,Color,Season,Review_Rating,Subscription_Status,Shipping_Type,Discount_Applied,Promo_Code_Used,Previous_Purchases,Payment_Method,Frequency_of_Purchases,Frequency_Score,Discount_Independence,Satisfaction_Flag,Prev_Norm,Freq_Norm,Spend_Norm,Rating_Norm,Loyalty_A,Loyalty_B,Customer_Value_Score,Value_Tier,Organic_Demand_Score,Loyalty_A_Tier,Loyalty_B_Tier
3509,52,Female,Pants,Clothing,54,Pennsylvania,M,Gray,Fall,4.7,No,Standard,No,No,49,Bank Transfer,Weekly,52,1,Satisfied,0.9795918367346937,0.9999999999999999,0.42500000000000004,0.8800000000000001,0.9877551020408162,0.9537959183673468,0.7063775510204081,VIP,0.990816326530612,Champion,Champion
3510,50,Female,T-shirt,Clothing,22,Ohio,L,Brown,Winter,4.3,No,Next Day Air,No,No,43,Venmo,Fortnightly,26,1,Satisfied,0.8571428571428571,0.49019607843137253,0.025000000000000022,0.72,0.7103641456582632,0.8445714285714285,0.3676820728291316,Medium Value,0.7572829131652661,Champion,Champion
3511,49,Female,Sneakers,Footwear,96,Pennsylvania,S,Orange,Fall,4.9,No,2-Day Shipping,No,No,14,Venmo,Monthly,12,1,Satisfied,0.26530612244897955,0.21568627450980393,0.9500000000000002,0.9600000000000002,0.24545818327330932,0.6206530612244898,0.5977290916366547,VIP,0.3948779511804722,Low Loyalty,High Loyalty
3512,69,Female,Jewelry,Accessories,81,Mississippi,M,Blue,Summer,3.9,No,2-Day Shipping,No,No,21,Credit Card,Quarterly,4,1,Unsatisfied,0.4081632653061224,0.058823529411764705,0.7625,0.56,0.2684273709483793,0.5720816326530612,0.5154636854741896,High Value,0.4042617046818727,Medium Loyalty,High Loyalty
3513,36,Female,Shirt,Clothing,46,Kentucky,M,White,Fall,3.4,No,Free Shipping,No,No,31,Debit Card,Quarterly,4,1,Unsatisfied,0.6122448979591836,0.058823529411764705,0.32500000000000007,0.3600000000000001,0.39087635054021597,0.6141224489795918,0.357938175270108,Medium Value,0.49609843937575027,Medium Loyalty,High Loyalty
3514,30,Female,Blouse,Clothing,74,Alaska,XL,Charcoal,Spring,4.2,No,Store Pickup,No,No,29,Credit Card,Fortnightly,26,1,Satisfied,0.5714285714285714,0.49019607843137253,0.675,0.6800000000000002,0.5389355742296918,0.6897142857142857,0.6069677871148459,VIP,0.6287114845938375,High Loyalty,Champion
3515,25,Female,Sneakers,Footwear,50,Georgia,XL,Gray,Winter,4.7,No,Express,No,No,32,Cash,Monthly,12,1,Satisfied,0.6326530612244897,0.21568627450980393,0.375,0.8800000000000001,0.4658663465386154,0.7803265306122449,0.4204331732693077,Medium Value,0.5601840736294518,High Loyalty,Champion
3516,19,Female,Dress,Clothing,80,South Dakota,XL,Charcoal,Winter,4.0,No,Next Day Air,No,No,16,Debit Card,Fortnightly,26,1,Satisfied,0.3061224489795918,0.49019607843137253,0.75,0.6000000000000001,0.3797519007603041,0.5330612244897959,0.564875950380152,High Value,0.5093237294917967,Medium Loyalty,High Loyalty
3517,34,Female,Boots,Footwear,56,South Carolina,S,White,Summer,4.0,No,Free Shipping,No,No,38,PayPal,Fortnightly,26,1,Satisfied,0.7551020408163265,0.49019607843137253,0.45000000000000007,0.6000000000000001,0.6491396558623449,0.7575510204081632,0.5495698279311725,High Value,0.7113645458183273,Champion,Champion
3518,29,Female,Skirt,Clothing,69,Tennessee,M,Orange,Winter,3.1,No,Next Day Air,No,No,34,Debit Card,Quarterly,4,1,Unsatisfied,0.673469387755102,0.058823529411764705,0.6125,0.2400000000000002,0.4276110444177671,0.6087346938775511,0.5200555222088835,High Value,0.5236494597839135,Medium Loyalty,High Loyalty
3519,50,Female,Shirt,Clothing,97,Colorado,M,Black,Spring,4.2,No,Standard,No,No,30,PayPal,Quarterly,4,1,Satisfied,0.5918367346938774,0.058823529411764705,0.9625000000000001,0.6800000000000002,0.37863145258103237,0.6999183673469387,0.6705657262905163,VIP,0.4869147659063625,Medium Loyalty,Champion
3520,31,Female,Shorts,Clothing,66,Wisconsin,M,White,Winter,3.7,No,Next Day Air,No,No,14,Bank Transfer,Fortnightly,26,1,Unsatisfied,0.26530612244897955,0.49019607843137253,0.5750000000000001,0.4800000000000002,0.35526210484193677,0.47665306122448986,0.4651310524209684,High Value,0.49095638255302115,Medium Loyalty,Medium Loyalty
3521,41,Female,Hat,Accessories,70,Georgia,S,Brown,Spring,3.1,No,Express,No,No,33,Bank Transfer,Monthly,12,1,Unsatisfied,0.6530612244897959,0.21568627450980393,0.625,0.2400000000000002,0.4781112444977991,0.598530612244898,0.5515556222488995,High Value,0.5693677470988395,High Loyalty,High Loyalty
3522,52,Female,Shoes,Footwear,50,Maryland,M,Pink,Winter,3.7,No,Store Pickup,No,No,35,Venmo,Weekly,52,1,Unsatisfied,0.693877551020408,0.9999999999999999,0.375,0.4800000000000002,0.8163265306122448,0.6909387755102041,0.5956632653061223,High Value,0.8622448979591835,Champion,Champion
3523,27,Female,Pants,Clothing,85,New Jersey,M,Yellow,Spring,3.2,No,Store Pickup,No,No,13,Cash,Quarterly,4,1,Unsatisfied,0.24489795918367344,0.058823529411764705,0.8125,0.28000000000000025,0.17046818727490995,0.4064489795918368,0.491484093637455,High Value,0.3307923169267707,Low Loyalty,Medium Loyalty
3524,49,Female,Backpack,Accessories,59,Nevada,M,Cyan,Summer,2.8,No,Standard,No,No,30,Cash,Fortnightly,26,1,Unsatisfied,0.5918367346938774,0.49019607843137253,0.48750000000000004,0.11999999999999988,0.5511804721888754,0.5319183673469388,0.5193402360944378,High Value,0.6378951580632253,High Loyalty,High Loyalty
3525,69,Female,Pants,Clothing,74,Michigan,L,Silver,Summer,2.9,No,Free Shipping,No,No,30,Credit Card,Monthly,12,1,Unsatisfied,0.5918367346938774,0.21568627450980393,0.675,0.15999999999999992,0.44137655062024805,0.5439183673469388,0.558188275310124,High Value,0.5418167266906763,High Loyalty,High Loyalty
3526,45,Female,Sunglasses,Accessories,38,Wyoming,L,Olive,Winter,3.5,No,Standard,No,No,47,Bank Transfer,Annually,1,1,Unsatisfied,0.9387755102040816,0.0,0.22500000000000003,0.40000000000000013,0.563265306122449,0.7893877551020407,0.39413265306122447,Medium Value,0.6224489795918366,High Loyalty,Champion
3527,20,Female,Sweater,Clothing,99,Massachusetts,M,Olive,Spring,3.8,No,Express,No,No,1,PayPal,Quarterly,4,1,Unsatisfied,0.0,0.058823529411764705,0.9875,0.52,0.023529411764705882,0.356,0.5055147058823529,High Value,0.22058823529411767,Low Loyalty,Low Loyalty
3528,25,Female,Blouse,Clothing,97,Washington,S,Charcoal,Spring,4.7,No,Free Shipping,No,No,1,Cash,Weekly,52,1,Satisfied,0.0,0.9999999999999999,0.9625000000000001,0.8800000000000001,0.39999999999999997,0.464,0.68125,VIP,0.5499999999999999,Medium Loyalty,Medium Loyalty
3529,38,Female,Scarf,Accessories,67,Maine,L,Gray,Summer,4.5,No,Free Shipping,No,No,33,PayPal,Annually,1,1,Satisfied,0.6530612244897959,0.0,0.5875,0.8,0.39183673469387753,0.7665306122448978,0.48966836734693875,High Value,0.49387755102040815,Medium Loyalty,Champion
3530,55,Female,T-shirt,Clothing,20,Montana,S,Maroon,Winter,3.9,No,Next Day Air,No,No,43,Bank Transfer,Weekly,52,1,Unsatisfied,0.8571428571428571,0.9999999999999999,0.0,0.56,0.9142857142857141,0.7965714285714285,0.4571428571428571,Medium Value,0.9357142857142855,Champion,Champion
3531,62,Female,Sunglasses,Accessories,45,Oklahoma,L,Black,Spring,3.4,No,Express,No,No,37,PayPal,Weekly,52,1,Unsatisfied,0.7346938775510203,0.9999999999999999,0.3125,0.3600000000000001,0.8408163265306121,0.6753469387755102,0.5766581632653061,High Value,0.880612244897959,Champion,Champion
3532,54,Female,Shoes,Footwear,52,North Dakota,XL,Violet,Winter,4.6,No,2-Day Shipping,No,No,23,Cash,Quarterly,4,1,Satisfied,0.44897959183673464,0.058823529411764705,0.4,0.8399999999999999,0.2929171668667466,0.6764897959183673,0.3464585834333734,Medium Value,0.42262905162064823,Medium Loyalty,Champion
3533,61,Female,Pants,Clothing,68,Connecticut,L,Indigo,Fall,4.6,No,Standard,No,No,12,Credit Card,Annually,1,1,Satisfied,0.22448979591836735,0.0,0.6000000000000001,0.8399999999999999,0.1346938775510204,0.5642448979591836,0.3673469387755103,Medium Value,0.3010204081632653,Low Loyalty,High Loyalty
3534,50,Female,Sneakers,Footwear,98,Texas,L,Yellow,Fall,4.7,No,Standard,No,No,30,Venmo,Fortnightly,26,1,Satisfied,0.5918367346938774,0.49019607843137253,0.9750000000000001,0.8800000000000001,0.5511804721888754,0.7599183673469387,0.7630902360944377,VIP,0.6378951580632253,High Loyalty,Champion
3535,65,Female,Shoes,Footwear,83,Delaware,M,Gray,Fall,3.2,No,Express,No,No,7,Cash,Weekly,52,1,Unsatisfied,0.12244897959183673,0.9999999999999999,0.7875000000000001,0.28000000000000025,0.473469387755102,0.34522448979591847,0.630484693877551,VIP,0.6051020408163265,High Loyalty,Low Loyalty
3536,68,Female,Shorts,Clothing,51,Mississippi,M,Red,Summer,5.0,No,Express,No,No,20,Debit Card,Monthly,12,1,Satisfied,0.38775510204081626,0.21568627450980393,0.38750000000000007,1.0,0.31892757102841135,0.693877551020408,0.35321378551420574,Medium Value,0.4499799919967987,Medium Loyalty,Champion
3537,55,Female,Handbag,Accessories,21,Minnesota,L,Peach,Spring,4.5,No,Express,No,No,10,Venmo,Monthly,12,1,Satisfied,0.18367346938775508,0.21568627450980393,0.012500000000000011,0.8,0.19647859143657465,0.5318367346938775,0.10448929571828733,Low Value,0.3581432573029212,Low Loyalty,High Loyalty
3538,57,Female,Handbag,Accessories,92,Georgia,M,Gray,Spring,3.5,No,Standard,No,No,40,Credit Card,Quarterly,4,1,Unsatisfied,0.7959183673469387,0.058823529411764705,0.9000000000000001,0.40000000000000013,0.501080432172869,0.7179591836734693,0.7005402160864346,VIP,0.57875150060024,High Loyalty,Champion
3539,56,Female,Shoes,Footwear,63,Iowa,S,White,Spring,4.5,No,Store Pickup,No,No,21,Venmo,Monthly,12,1,Satisfied,0.4081632653061224,0.21568627450980393,0.5375000000000001,0.8,0.331172468987595,0.6440816326530612,0.43433623449379755,Medium Value,0.4591636654661865,Medium Loyalty,High Loyalty
3540,29,Female,Jewelry,Accessories,56,New York,S,Green,Spring,3.2,No,Express,No,No,17,Credit Card,Fortnightly,26,1,Unsatisfied,0.32653061224489793,0.49019607843137253,0.45000000000000007,0.28000000000000025,0.3919967987194878,0.4472653061224491,0.4209983993597439,Medium Value,0.5185074029611845,Medium Loyalty,Medium Loyalty
3541,24,Female,Shorts,Clothing,95,Nevada,M,Magenta,Spring,4.6,No,Free Shipping,No,No,5,Bank Transfer,Weekly,52,1,Satisfied,0.08163265306122448,0.9999999999999999,0.9375,0.8399999999999999,0.44897959183673464,0.4928163265306122,0.6932397959183674,VIP,0.586734693877551,High Loyalty,Medium Loyalty
3542,59,Female,Blouse,Clothing,66,Virginia,M,Olive,Winter,4.0,No,Next Day Air,No,No,22,PayPal,Annually,1,1,Satisfied,0.4285714285714285,0.0,0.5750000000000001,0.6000000000000001,0.25714285714285706,0.5942857142857143,0.41607142857142854,Medium Value,0.39285714285714285,Medium Loyalty,High Loyalty
3543,62,Female,Coat,Outerwear,28,Idaho,S,Olive,Spring,4.2,No,Express,No,No,5,Venmo,Weekly,52,1,Satisfied,0.08163265306122448,0.9999999999999999,0.10000000000000003,0.6800000000000002,0.44897959183673464,0.4448163265306123,0.27448979591836736,Low Value,0.586734693877551,High Loyalty,Medium Loyalty
3544,58,Female,Hat,Accessories,83,Colorado,M,Blue,Winter,4.1,No,Standard,No,No,18,PayPal,Quarterly,4,1,Satisfied,0.346938775510204,0.058823529411764705,0.7875000000000001,0.6399999999999999,0.2316926770708283,0.565469387755102,0.5095963385354142,High Value,0.37671068427370946,Low Loyalty,High Loyalty
3545,64,Female,Socks,Clothing,55,Wisconsin,XL,Charcoal,Fall,3.6,No,2-Day Shipping,No,No,42,Cash,Quarterly,4,1,Unsatisfied,0.836734693877551,0.058823529411764705,0.4375,0.44000000000000017,0.5255702280912364,0.7503673469387755,0.4815351140456182,High Value,0.5971188475390156,High Loyalty,Champion
3546,48,Female,Sandals,Footwear,28,Connecticut,M,Yellow,Spring,3.7,No,2-Day Shipping,No,No,22,Debit Card,Annually,1,1,Unsatisfied,0.4285714285714285,0.0,0.10000000000000003,0.4800000000000002,0.25714285714285706,0.5582857142857143,0.17857142857142855,Low Value,0.39285714285714285,Medium Loyalty,High Loyalty
3547,60,Female,Scarf,Accessories,79,Kansas,M,Violet,Summer,3.6,No,Free Shipping,No,No,37,Bank Transfer,Fortnightly,26,1,Unsatisfied,0.7346938775510203,0.49019607843137253,0.7375,0.44000000000000017,0.6368947579031612,0.6993469387755102,0.6871973789515806,VIP,0.7021808723489396,Champion,Champion
3548,52,Female,Scarf,Accessories,31,Pennsylvania,L,Magenta,Summer,3.8,No,Standard,No,No,23,Credit Card,Annually,1,1,Unsatisfied,0.44897959183673464,0.0,0.1375,0.52,0.26938775510204077,0.5804897959183672,0.2034438775510204,Low Value,0.4020408163265306,Medium Loyalty,High Loyalty
3549,63,Female,Blouse,Clothing,37,Utah,M,Red,Fall,3.0,No,Standard,No,No,47,Debit Card,Fortnightly,26,1,Unsatisfied,0.9387755102040816,0.49019607843137253,0.21250000000000002,0.20000000000000018,0.759343737494998,0.7293877551020409,0.485921868747499,High Value,0.7940176070428171,Champion,Champion
3550,44,Female,T-shirt,Clothing,34,Oregon,M,Cyan,Summer,3.4,No,2-Day Shipping,No,No,11,Bank Transfer,Fortnightly,26,1,Unsatisfied,0.2040816326530612,0.49019607843137253,0.17500000000000004,0.3600000000000001,0.31852741096438575,0.41004081632653067,0.2467637054821929,Low Value,0.4634053621448579,Medium Loyalty,Medium Loyalty
3551,63,Female,Shoes,Footwear,74,West Virginia,S,Orange,Winter,4.8,No,Standard,No,No,32,Cash,Weekly,52,1,Satisfied,0.6326530612244897,0.9999999999999999,0.675,0.9199999999999999,0.7795918367346938,0.7923265306122449,0.7272959183673469,VIP,0.8346938775510202,Champion,Champion
3552,66,Female,Gloves,Accessories,31,Montana,L,Black,Spring,2.6,No,Store Pickup,No,No,20,Venmo,Weekly,52,1,Unsatisfied,0.38775510204081626,0.9999999999999999,0.1375,0.040000000000000036,0.6326530612244897,0.4058775510204081,0.3850765306122449,Medium Value,0.7244897959183672,Champion,Medium Loyalty
3553,22,Female,Sunglasses,Accessories,66,Kentucky,M,Blue,Winter,2.9,No,Next Day Air,No,No,3,PayPal,Quarterly,4,1,Unsatisfied,0.04081632653061225,0.058823529411764705,0.5750000000000001,0.15999999999999992,0.04801920768307323,0.26840816326530614,0.31150960384153664,Low Value,0.23895558223289318,Low Loyalty,Low Loyalty
3554,62,Female,Shoes,Footwear,99,Minnesota,M,Charcoal,Spring,4.9,No,Free Shipping,No,No,32,Bank Transfer,Weekly,52,1,Satisfied,0.6326530612244897,0.9999999999999999,0.9875,0.9600000000000002,0.7795918367346938,0.8043265306122449,0.8835459183673469,VIP,0.8346938775510202,Champion,Champion
3555,39,Female,Dress,Clothing,55,Louisiana,M,Indigo,Spring,5.0,No,Free Shipping,No,No,5,Credit Card,Fortnightly,26,1,Satisfied,0.08163265306122448,0.49019607843137253,0.4375,1.0,0.24505802320928372,0.5408163265306123,0.34127901160464186,Medium Value,0.4083033213285314,Low Loyalty,High Loyalty
3556,25,Female,Blouse,Clothing,23,Delaware,L,Silver,Spring,4.6,No,Next Day Air,No,No,45,Cash,Quarterly,4,1,Satisfied,0.8979591836734693,0.058823529411764705,0.03750000000000003,0.8399999999999999,0.5623049219687875,0.9009795918367345,0.2999024609843937,Low Value,0.6246698679471788,High Loyalty,Champion
3557,70,Female,Sweater,Clothing,88,Arizona,M,Brown,Fall,4.2,No,Express,No,No,43,Cash,Fortnightly,26,1,Satisfied,0.8571428571428571,0.49019607843137253,0.8500000000000001,0.6800000000000002,0.7103641456582632,0.8325714285714285,0.7801820728291317,VIP,0.7572829131652661,Champion,Champion
3558,52,Female,Jacket,Outerwear,26,Nevada,M,Peach,Summer,4.9,No,Next Day Air,No,No,1,PayPal,Quarterly,4,1,Satisfied,0.0,0.058823529411764705,0.07500000000000001,0.9600000000000002,0.023529411764705882,0.48800000000000004,0.04926470588235295,Low Value,0.22058823529411767,Low Loyalty,Medium Loyalty
3559,68,Female,Backpack,Accessories,94,Alaska,L,Magenta,Summer,4.8,No,Standard,No,No,9,Venmo,Quarterly,4,1,Satisfied,0.16326530612244897,0.058823529411764705,0.925,0.9199999999999999,0.12148859543817526,0.5576326530612244,0.5232442977190876,High Value,0.2940576230492197,Low Loyalty,High Loyalty
3560,18,Female,Shorts,Clothing,25,Utah,M,Beige,Fall,3.0,No,Next Day Air,No,No,13,Venmo,Quarterly,4,1,Unsatisfied,0.24489795918367344,0.058823529411764705,0.0625,0.20000000000000018,0.17046818727490995,0.38244897959183677,0.11648409363745497,Low Value,0.3307923169267707,Low Loyalty,Medium Loyalty
3561,18,Female,Socks,Clothing,96,Kansas,XL,Violet,Fall,3.5,No,Express,No,No,5,Credit Card,Annually,1,1,Unsatisfied,0.08163265306122448,0.0,0.9500000000000002,0.40000000000000013,0.04897959183673469,0.3608163265306123,0.49948979591836745,High Value,0.23673469387755103,Low Loyalty,Low Loyalty
3562,63,Female,Sneakers,Footwear,29,North Carolina,L,Black,Spring,3.4,No,Standard,No,No,39,Credit Card,Fortnightly,26,1,Unsatisfied,0.7755102040816325,0.49019607843137253,0.11250000000000004,0.3600000000000001,0.6613845538215285,0.6957551020408164,0.38694227691076427,Medium Value,0.7205482192877151,Champion,Champion
3563,47,Female,Sneakers,Footwear,36,Maryland,M,Cyan,Winter,3.4,No,Free Shipping,No,No,7,Bank Transfer,Weekly,52,1,Unsatisfied,0.12244897959183673,0.9999999999999999,0.2,0.3600000000000001,0.473469387755102,0.3692244897959184,0.336734693877551,Medium Value,0.6051020408163265,High Loyalty,Medium Loyalty
3564,43,Female,Blouse,Clothing,90,Maine,M,Green,Summer,4.9,No,Standard,No,No,8,Credit Card,Quarterly,4,1,Satisfied,0.14285714285714285,0.058823529411764705,0.875,0.9600000000000002,0.10924369747899158,0.5594285714285714,0.4921218487394958,High Value,0.2848739495798319,Low Loyalty,High Loyalty
3565,60,Female,Gloves,Accessories,38,Illinois,S,Brown,Summer,4.4,No,Free Shipping,No,No,40,Venmo,Annually,1,1,Satisfied,0.7959183673469387,0.0,0.22500000000000003,0.7600000000000002,0.47755102040816316,0.8259591836734694,0.3512755102040816,Medium Value,0.5581632653061224,High Loyalty,Champion
3566,49,Female,Handbag,Accessories,52,Pennsylvania,S,Gray,Spring,4.2,No,Store Pickup,No,No,35,PayPal,Monthly,12,1,Satisfied,0.693877551020408,0.21568627450980393,0.4,0.6800000000000002,0.5026010404161664,0.7509387755102042,0.45130052020808326,Medium Value,0.587735094037615,High Loyalty,Champion
3567,28,Female,Jeans,Clothing,88,Alaska,S,Orange,Spring,3.1,No,Next Day Air,No,No,14,Venmo,Monthly,12,1,Unsatisfied,0.26530612244897955,0.21568627450980393,0.8500000000000001,0.2400000000000002,0.24545818327330932,0.40465306122448985,0.5477290916366546,High Value,0.3948779511804722,Low Loyalty,Medium Loyalty
3568,32,Female,Scarf,Accessories,56,New Mexico,S,Silver,Summer,4.0,No,Next Day Air,No,No,26,Credit Card,Monthly,12,1,Satisfied,0.510204081632653,0.21568627450980393,0.45000000000000007,0.6000000000000001,0.3923969587835134,0.6351020408163266,0.42119847939175675,Medium Value,0.5050820328131251,Medium Loyalty,High Loyalty
3569,29,Female,Sandals,Footwear,71,Arkansas,M,Purple,Spring,4.8,No,Next Day Air,No,No,14,PayPal,Quarterly,4,1,Satisfied,0.26530612244897955,0.058823529411764705,0.6375000000000001,0.9199999999999999,0.1827130852340936,0.6086530612244898,0.4101065426170469,Medium Value,0.33997599039615845,Low Loyalty,High Loyalty
3570,35,Female,Sandals,Footwear,94,Alaska,M,Olive,Fall,3.3,No,Express,No,No,9,Bank Transfer,Fortnightly,26,1,Unsatisfied,0.16326530612244897,0.49019607843137253,0.925,0.32000000000000006,0.2940376150460184,0.3776326530612245,0.6095188075230092,VIP,0.44503801520608244,Medium Loyalty,Medium Loyalty
3571,23,Female,Dress,Clothing,97,Louisiana,XL,Teal,Winter,4.7,No,Standard,No,No,32,Debit Card,Annually,1,1,Satisfied,0.6326530612244897,0.0,0.9625000000000001,0.8800000000000001,0.3795918367346938,0.7803265306122449,0.671045918367347,VIP,0.4846938775510204,Medium Loyalty,Champion
3572,70,Female,Skirt,Clothing,27,North Dakota,M,White,Summer,3.2,No,Standard,No,No,15,Bank Transfer,Quarterly,4,1,Unsatisfied,0.28571428571428564,0.058823529411764705,0.08750000000000002,0.28000000000000025,0.19495798319327726,0.42685714285714293,0.14122899159663865,Low Value,0.3491596638655462,Low Loyalty,Medium Loyalty
3573,23,Female,Shorts,Clothing,28,Rhode Island,M,Black,Spring,5.0,No,Standard,No,No,25,Credit Card,Monthly,12,1,Satisfied,0.4897959183673469,0.21568627450980393,0.10000000000000003,1.0,0.38015206082432973,0.7448979591836735,0.24007603041216488,Low Value,0.4958983593437375,Medium Loyalty,Champion
3574,43,Female,Jeans,Clothing,67,Connecticut,L,Maroon,Fall,4.9,No,Free Shipping,No,No,27,PayPal,Monthly,12,1,Satisfied,0.5306122448979591,0.21568627450980393,0.5875,0.9600000000000002,0.40464185674269704,0.7533061224489797,0.49607092837134853,High Value,0.514265706282513,Medium Loyalty,Champion
3575,29,Female,Socks,Clothing,70,New York,M,Cyan,Fall,4.9,No,Express,No,No,39,Bank Transfer,Quarterly,4,1,Satisfied,0.7755102040816325,0.058823529411764705,0.625,0.9600000000000002,0.4888355342136854,0.8757551020408163,0.5569177671068426,High Value,0.5695678271308523,High Loyalty,Champion
3576,61,Female,Coat,Outerwear,95,Kentucky,M,Violet,Fall,3.7,No,Express,No,No,49,Venmo,Fortnightly,26,1,Unsatisfied,0.9795918367346937,0.49019607843137253,0.9375,0.4800000000000002,0.7838335334133653,0.8337959183673469,0.8606667667066826,VIP,0.8123849539815926,Champion,Champion
3577,29,Female,Boots,Footwear,24,Maine,L,Yellow,Spring,3.0,No,Express,No,No,12,Venmo,Fortnightly,26,1,Unsatisfied,0.22448979591836735,0.49019607843137253,0.050000000000000044,0.20000000000000018,0.33077230892356946,0.37224489795918375,0.19038615446178475,Low Value,0.4725890356142457,Medium Loyalty,Medium Loyalty
3578,66,Female,Belt,Accessories,35,Missouri,S,Yellow,Winter,2.6,No,Standard,No,No,13,Bank Transfer,Weekly,52,1,Unsatisfied,0.24489795918367344,0.9999999999999999,0.1875,0.040000000000000036,0.546938775510204,0.3344489795918367,0.367219387755102,Medium Value,0.660204081632653,High Loyalty,Low Loyalty
3579,46,Female,Shoes,Footwear,22,Georgia,L,Olive,Winter,2.6,No,Standard,No,No,22,Bank Transfer,Quarterly,4,1,Unsatisfied,0.4285714285714285,0.058823529411764705,0.025000000000000022,0.040000000000000036,0.2806722689075629,0.42628571428571427,0.15283613445378147,Low Value,0.4134453781512605,Medium Loyalty,Medium Loyalty
3580,34,Female,Scarf,Accessories,66,Arizona,L,Olive,Fall,4.8,No,Standard,No,No,19,Credit Card,Quarterly,4,1,Satisfied,0.36734693877551017,0.058823529411764705,0.5750000000000001,0.9199999999999999,0.24393757503001198,0.6596734693877551,0.40946878751500604,Medium Value,0.3858943577430972,Low Loyalty,Champion
3581,51,Female,Blouse,Clothing,83,New Hampshire,M,Magenta,Summer,3.2,No,2-Day Shipping,No,No,3,Cash,Fortnightly,26,1,Unsatisfied,0.04081632653061225,0.49019607843137253,0.7875000000000001,0.28000000000000025,0.22056822729091635,0.3044081632653062,0.5040341136454582,High Value,0.3899359743897559,Low Loyalty,Low Loyalty
3582,26,Female,Dress,Clothing,95,Georgia,M,Orange,Fall,4.9,No,Next Day Air,No,No,50,Credit Card,Weekly,52,1,Satisfied,1.0,0.9999999999999999,0.9375,0.9600000000000002,1.0,0.988,0.96875,VIP,1.0,Champion,Champion
3583,23,Female,Shorts,Clothing,41,California,S,Beige,Summer,3.4,No,2-Day Shipping,No,No,15,PayPal,Annually,1,1,Unsatisfied,0.28571428571428564,0.0,0.26250000000000007,0.3600000000000001,0.17142857142857137,0.45085714285714285,0.21696428571428572,Low Value,0.3285714285714285,Low Loyalty,Medium Loyalty
3584,52,Female,Blouse,Clothing,77,Arizona,L,Brown,Summer,2.7,No,Store Pickup,No,No,44,Credit Card,Quarterly,4,1,Unsatisfied,0.8775510204081631,0.058823529411764705,0.7125,0.08000000000000007,0.5500600240096037,0.6627755102040815,0.6312800120048019,VIP,0.6154861944777911,High Loyalty,Champion
3585,39,Female,Sneakers,Footwear,52,Florida,L,Indigo,Fall,4.8,No,Express,No,No,48,Debit Card,Monthly,12,1,Satisfied,0.9591836734693877,0.21568627450980393,0.4,0.9199999999999999,0.6617847138855542,0.9555918367346938,0.530892356942777,High Value,0.707122849139656,Champion,Champion
3586,39,Female,Gloves,Accessories,41,New York,XL,Gray,Winter,4.1,No,Standard,No,No,4,Venmo,Fortnightly,26,1,Satisfied,0.061224489795918366,0.49019607843137253,0.26250000000000007,0.6399999999999999,0.23281312525010003,0.4226122448979592,0.24765656262505004,Low Value,0.39911964785914367,Low Loyalty,Medium Loyalty
3587,33,Female,Hoodie,Clothing,28,Idaho,M,Yellow,Winter,4.6,No,Store Pickup,No,No,12,PayPal,Fortnightly,26,1,Satisfied,0.22448979591836735,0.49019607843137253,0.10000000000000003,0.8399999999999999,0.33077230892356946,0.5642448979591836,0.21538615446178472,Low Value,0.4725890356142457,Medium Loyalty,High Loyalty
3588,33,Female,Sweater,Clothing,90,Virginia,S,Violet,Summer,4.4,No,Standard,No,No,33,Debit Card,Annually,1,1,Satisfied,0.6530612244897959,0.0,0.875,0.7600000000000002,0.39183673469387753,0.754530612244898,0.6334183673469388,VIP,0.49387755102040815,Medium Loyalty,Champion
3589,23,Female,Sunglasses,Accessories,55,Michigan,M,Magenta,Spring,3.5,No,2-Day Shipping,No,No,40,Cash,Annually,1,1,Unsatisfied,0.7959183673469387,0.0,0.4375,0.40000000000000013,0.47755102040816316,0.7179591836734693,0.4575255102040816,Medium Value,0.5581632653061224,High Loyalty,Champion
3590,31,Female,Belt,Accessories,73,New Hampshire,M,Blue,Spring,4.8,No,Next Day Air,No,No,38,Cash,Quarterly,4,1,Satisfied,0.7551020408163265,0.058823529411764705,0.6625000000000001,0.9199999999999999,0.4765906362545017,0.8535510204081631,0.5695453181272508,High Value,0.5603841536614645,High Loyalty,Champion
3591,27,Female,Dress,Clothing,87,South Dakota,M,Gray,Fall,2.9,No,2-Day Shipping,No,No,19,Venmo,Quarterly,4,1,Unsatisfied,0.36734693877551017,0.058823529411764705,0.8375000000000001,0.15999999999999992,0.24393757503001198,0.4316734693877551,0.540718787515006,High Value,0.3858943577430972,Low Loyalty,Medium Loyalty
3592,48,Female,Jacket,Outerwear,89,South Dakota,M,Gold,Winter,3.2,No,2-Day Shipping,No,No,38,Bank Transfer,Quarterly,4,1,Unsatisfied,0.7551020408163265,0.058823529411764705,0.8625,0.28000000000000025,0.4765906362545017,0.6615510204081634,0.6695453181272508,VIP,0.5603841536614645,High Loyalty,Champion
3593,61,Female,Boots,Footwear,82,New Jersey,L,Lavender,Spring,4.4,No,2-Day Shipping,No,No,18,Venmo,Fortnightly,26,1,Satisfied,0.346938775510204,0.49019607843137253,0.7750000000000001,0.7600000000000002,0.40424169667867144,0.6014693877551021,0.5896208483393358,High Value,0.5276910764305722,Medium Loyalty,High Loyalty
